VALUE,ZONE_NAME,ESP_Name,ESP_LF,ESPLF_Name,ZONE_NAME_ENC,ESP_Name_ENC,ESPLF_Name_ENC
18248,Ozark Highlands,North-Central Interior Maple-Basswood Forest,2,Upland Herb,52,313,3
18249,Ozark Highlands,North-Central Interior Maple-Basswood Forest,3,Upland Shrub,52,313,4
18250,Ozark Highlands,North-Central Interior Maple-Basswood Forest,4,Upland Woodland,52,313,5
18251,Ozark Highlands,North-Central Interior Maple-Basswood Forest,5,Upland Forest,52,313,2
18252,Ozark Highlands,North-Central Interior Maple-Basswood Forest,6,Wetland Shrub-Herb,52,313,9
18253,Ozark Highlands,North-Central Interior Maple-Basswood Forest,7,Wetland Forest,52,313,6
18254,Ozark Highlands,North-Central Interior Maple-Basswood Forest,8,Wetland Shrub,52,313,8
18255,Ozark Highlands,North-Central Interior Maple-Basswood Forest,9,Wetland Herb,52,313,7
18256,Ozark Highlands,Southern Crowley`s Ridge Mesic Loess Slope Forest,0,Undetermined,52,414,1
18257,Ozark Highlands,West Gulf Coastal Plain Mesic Hardwood Forest,0,Undetermined,52,440,1
18258,Ozark Highlands,West Gulf Coastal Plain Mesic Hardwood Forest,2,Upland Herb,52,440,3
18259,Ozark Highlands,West Gulf Coastal Plain Mesic Hardwood Forest,3,Upland Shrub,52,440,4
18260,Ozark Highlands,West Gulf Coastal Plain Mesic Hardwood Forest,4,Upland Woodland,52,440,5
18261,Ozark Highlands,West Gulf Coastal Plain Mesic Hardwood Forest,5,Upland Forest,52,440,2
18262,Ozark Highlands,West Gulf Coastal Plain Mesic Hardwood Forest,6,Wetland Shrub-Herb,52,440,9
18263,Ozark Highlands,West Gulf Coastal Plain Mesic Hardwood Forest,7,Wetland Forest,52,440,6
18264,Ozark Highlands,West Gulf Coastal Plain Mesic Hardwood Forest,8,Wetland Shrub,52,440,8
18265,Ozark Highlands,West Gulf Coastal Plain Mesic Hardwood Forest,9,Wetland Herb,52,440,7
18266,Ozark Highlands,Ozark-Ouachita Mesic Hardwood Forest,0,Undetermined,52,349,1
18267,Ozark Highlands,Ozark-Ouachita Mesic Hardwood Forest,2,Upland Herb,52,349,3
18268,Ozark Highlands,Ozark-Ouachita Mesic Hardwood Forest,3,Upland Shrub,52,349,4
18269,Ozark Highlands,Ozark-Ouachita Mesic Hardwood Forest,4,Upland Woodland,52,349,5
18270,Ozark Highlands,Ozark-Ouachita Mesic Hardwood Forest,5,Upland Forest,52,349,2
18271,Ozark Highlands,Ozark-Ouachita Mesic Hardwood Forest,6,Wetland Shrub-Herb,52,349,9
18272,Ozark Highlands,Ozark-Ouachita Mesic Hardwood Forest,7,Wetland Forest,52,349,6
18273,Ozark Highlands,Ozark-Ouachita Mesic Hardwood Forest,8,Wetland Shrub,52,349,8
18274,Ozark Highlands,Ozark-Ouachita Mesic Hardwood Forest,9,Wetland Herb,52,349,7
18275,Ozark Highlands,Ozark-Ouachita Dry Oak Woodland,0,Undetermined,52,347,1
18276,Ozark Highlands,Ozark-Ouachita Dry Oak Woodland,2,Upland Herb,52,347,3
18277,Ozark Highlands,Ozark-Ouachita Dry Oak Woodland,3,Upland Shrub,52,347,4
18278,Ozark Highlands,Ozark-Ouachita Dry Oak Woodland,4,Upland Woodland,52,347,5
18279,Ozark Highlands,Ozark-Ouachita Dry Oak Woodland,5,Upland Forest,52,347,2
18280,Ozark Highlands,Ozark-Ouachita Dry Oak Woodland,6,Wetland Shrub-Herb,52,347,9
18281,Ozark Highlands,Ozark-Ouachita Dry Oak Woodland,7,Wetland Forest,52,347,6
18282,Ozark Highlands,Ozark-Ouachita Dry Oak Woodland,8,Wetland Shrub,52,347,8
18283,Ozark Highlands,Ozark-Ouachita Dry Oak Woodland,9,Wetland Herb,52,347,7
18284,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,0,Undetermined,52,351,1
18285,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,1,Sparsely Vegetated,52,351,0
18286,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,2,Upland Herb,52,351,3
18287,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,3,Upland Shrub,52,351,4
18288,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,4,Upland Woodland,52,351,5
18289,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,5,Upland Forest,52,351,2
18290,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,6,Wetland Shrub-Herb,52,351,9
18291,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,7,Wetland Forest,52,351,6
18292,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,8,Wetland Shrub,52,351,8
18293,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,9,Wetland Herb,52,351,7
18294,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Forest,0,Undetermined,52,444,1
18295,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Forest,2,Upland Herb,52,444,3
18296,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Forest,3,Upland Shrub,52,444,4
18297,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Forest,4,Upland Woodland,52,444,5
18298,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Forest,5,Upland Forest,52,444,2
18299,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Forest,6,Wetland Shrub-Herb,52,444,9
18300,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Forest,7,Wetland Forest,52,444,6
18301,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Forest,8,Wetland Shrub,52,444,8
18302,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Forest,9,Wetland Herb,52,444,7
18303,Ozark Highlands,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,0,Undetermined,52,445,1
18304,Ozark Highlands,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,2,Upland Herb,52,445,3
18305,Ozark Highlands,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,3,Upland Shrub,52,445,4
18306,Ozark Highlands,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,4,Upland Woodland,52,445,5
18307,Ozark Highlands,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,5,Upland Forest,52,445,2
18308,Ozark Highlands,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,6,Wetland Shrub-Herb,52,445,9
18309,Ozark Highlands,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,7,Wetland Forest,52,445,6
18310,Ozark Highlands,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,8,Wetland Shrub,52,445,8
18311,Ozark Highlands,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,9,Wetland Herb,52,445,7
18312,Ozark Highlands,Lower Mississippi River Dune Woodland and Forest,0,Undetermined,52,258,1
18313,Ozark Highlands,Lower Mississippi River Dune Woodland and Forest,4,Upland Woodland,52,258,5
18314,Ozark Highlands,Lower Mississippi River Dune Woodland and Forest,5,Upland Forest,52,258,2
18315,Ozark Highlands,Lower Mississippi River Dune Woodland and Forest,7,Wetland Forest,52,258,6
18316,Ozark Highlands,Lower Mississippi River Dune Woodland and Forest,8,Wetland Shrub,52,258,8
18317,Ozark Highlands,Western Great Plains Wooded Draw and Ravine,5,Upland Forest,52,459,2
18318,Ozark Highlands,North-Central Oak Barrens,0,Undetermined,52,317,1
18319,Ozark Highlands,Central Interior Highlands Calcareous Glade and Barrens,0,Undetermined,52,128,1
18320,Ozark Highlands,Central Interior Highlands Calcareous Glade and Barrens,1,Sparsely Vegetated,52,128,0
18321,Ozark Highlands,Central Interior Highlands Calcareous Glade and Barrens,2,Upland Herb,52,128,3
18322,Ozark Highlands,Central Interior Highlands Calcareous Glade and Barrens,3,Upland Shrub,52,128,4
18323,Ozark Highlands,Central Interior Highlands Calcareous Glade and Barrens,4,Upland Woodland,52,128,5
18324,Ozark Highlands,Central Interior Highlands Calcareous Glade and Barrens,5,Upland Forest,52,128,2
18325,Ozark Highlands,Central Interior Highlands Calcareous Glade and Barrens,6,Wetland Shrub-Herb,52,128,9
18326,Ozark Highlands,Central Interior Highlands Calcareous Glade and Barrens,7,Wetland Forest,52,128,6
18327,Ozark Highlands,Central Interior Highlands Calcareous Glade and Barrens,8,Wetland Shrub,52,128,8
18328,Ozark Highlands,Central Interior Highlands Calcareous Glade and Barrens,9,Wetland Herb,52,128,7
18329,Ozark Highlands,North-Central Interior Sand and Gravel Tallgrass Prairie,0,Undetermined,52,315,1
18330,Ozark Highlands,Arkansas Valley Prairie and Woodland,0,Undetermined,52,90,1
18331,Ozark Highlands,Arkansas Valley Prairie and Woodland,1,Sparsely Vegetated,52,90,0
18332,Ozark Highlands,Arkansas Valley Prairie and Woodland,2,Upland Herb,52,90,3
18333,Ozark Highlands,Arkansas Valley Prairie and Woodland,3,Upland Shrub,52,90,4
18334,Ozark Highlands,Arkansas Valley Prairie and Woodland,4,Upland Woodland,52,90,5
18335,Ozark Highlands,Arkansas Valley Prairie and Woodland,5,Upland Forest,52,90,2
18336,Ozark Highlands,Arkansas Valley Prairie and Woodland,6,Wetland Shrub-Herb,52,90,9
18337,Ozark Highlands,Arkansas Valley Prairie and Woodland,7,Wetland Forest,52,90,6
18338,Ozark Highlands,Arkansas Valley Prairie and Woodland,8,Wetland Shrub,52,90,8
18339,Ozark Highlands,Arkansas Valley Prairie and Woodland,9,Wetland Herb,52,90,7
18340,Ozark Highlands,Central Tallgrass Prairie,0,Undetermined,52,135,1
18341,Ozark Highlands,Central Tallgrass Prairie,1,Sparsely Vegetated,52,135,0
18342,Ozark Highlands,Central Tallgrass Prairie,2,Upland Herb,52,135,3
18343,Ozark Highlands,Central Tallgrass Prairie,3,Upland Shrub,52,135,4
18344,Ozark Highlands,Central Tallgrass Prairie,4,Upland Woodland,52,135,5
18345,Ozark Highlands,Central Tallgrass Prairie,5,Upland Forest,52,135,2
18346,Ozark Highlands,Central Tallgrass Prairie,6,Wetland Shrub-Herb,52,135,9
18347,Ozark Highlands,Central Tallgrass Prairie,7,Wetland Forest,52,135,6
18348,Ozark Highlands,Central Tallgrass Prairie,8,Wetland Shrub,52,135,8
18349,Ozark Highlands,Central Tallgrass Prairie,9,Wetland Herb,52,135,7
18350,Ozark Highlands,Southeastern Great Plains Tallgrass Prairie,0,Undetermined,52,394,1
18351,Ozark Highlands,Southeastern Great Plains Tallgrass Prairie,2,Upland Herb,52,394,3
18352,Ozark Highlands,Southeastern Great Plains Tallgrass Prairie,3,Upland Shrub,52,394,4
18353,Ozark Highlands,Southeastern Great Plains Tallgrass Prairie,4,Upland Woodland,52,394,5
18354,Ozark Highlands,Southeastern Great Plains Tallgrass Prairie,5,Upland Forest,52,394,2
18355,Ozark Highlands,Southeastern Great Plains Tallgrass Prairie,6,Wetland Shrub-Herb,52,394,9
18356,Ozark Highlands,Southeastern Great Plains Tallgrass Prairie,7,Wetland Forest,52,394,6
18357,Ozark Highlands,Southeastern Great Plains Tallgrass Prairie,8,Wetland Shrub,52,394,8
18358,Ozark Highlands,Southeastern Great Plains Tallgrass Prairie,9,Wetland Herb,52,394,7
18359,Ozark Highlands,West Gulf Coastal Plain Northern Calcareous Prairie,0,Undetermined,52,442,1
18360,Ozark Highlands,West Gulf Coastal Plain Northern Calcareous Prairie,2,Upland Herb,52,442,3
18361,Ozark Highlands,West Gulf Coastal Plain Northern Calcareous Prairie,3,Upland Shrub,52,442,4
18362,Ozark Highlands,West Gulf Coastal Plain Northern Calcareous Prairie,4,Upland Woodland,52,442,5
18363,Ozark Highlands,West Gulf Coastal Plain Northern Calcareous Prairie,5,Upland Forest,52,442,2
18364,Ozark Highlands,West Gulf Coastal Plain Northern Calcareous Prairie,6,Wetland Shrub-Herb,52,442,9
18365,Ozark Highlands,West Gulf Coastal Plain Northern Calcareous Prairie,7,Wetland Forest,52,442,6
18366,Ozark Highlands,West Gulf Coastal Plain Northern Calcareous Prairie,8,Wetland Shrub,52,442,8
18367,Ozark Highlands,West Gulf Coastal Plain Northern Calcareous Prairie,9,Wetland Herb,52,442,7
18368,Ozark Highlands,Lower Mississippi Alluvial Plain Grand Prairie,0,Undetermined,52,257,1
18369,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Flatwoods,0,Undetermined,52,443,1
18370,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Flatwoods,2,Upland Herb,52,443,3
18371,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Flatwoods,3,Upland Shrub,52,443,4
18372,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Flatwoods,4,Upland Woodland,52,443,5
18373,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Flatwoods,5,Upland Forest,52,443,2
18374,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Flatwoods,6,Wetland Shrub-Herb,52,443,9
18375,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Flatwoods,7,Wetland Forest,52,443,6
18376,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Flatwoods,8,Wetland Shrub,52,443,8
18377,Ozark Highlands,West Gulf Coastal Plain Pine-Hardwood Flatwoods,9,Wetland Herb,52,443,7
18378,Ozark Highlands,Eastern Great Plains Floodplain Systems,0,Undetermined,52,182,1
18379,Ozark Highlands,Eastern Great Plains Floodplain Systems,7,Wetland Forest,52,182,6
18380,Ozark Highlands,Central Interior and Appalachian Floodplain Systems,0,Undetermined,52,130,1
18381,Ozark Highlands,Central Interior and Appalachian Floodplain Systems,2,Upland Herb,52,130,3
18382,Ozark Highlands,Central Interior and Appalachian Floodplain Systems,3,Upland Shrub,52,130,4
18383,Ozark Highlands,Central Interior and Appalachian Floodplain Systems,4,Upland Woodland,52,130,5
18384,Ozark Highlands,Central Interior and Appalachian Floodplain Systems,5,Upland Forest,52,130,2
18385,Ozark Highlands,Central Interior and Appalachian Floodplain Systems,6,Wetland Shrub-Herb,52,130,9
18386,Ozark Highlands,Central Interior and Appalachian Floodplain Systems,7,Wetland Forest,52,130,6
18387,Ozark Highlands,Central Interior and Appalachian Floodplain Systems,8,Wetland Shrub,52,130,8
18388,Ozark Highlands,Central Interior and Appalachian Floodplain Systems,9,Wetland Herb,52,130,7
18389,Ozark Highlands,Central Interior and Appalachian Riparian Systems,0,Undetermined,52,131,1
18390,Ozark Highlands,Central Interior and Appalachian Riparian Systems,2,Upland Herb,52,131,3
18391,Ozark Highlands,Central Interior and Appalachian Riparian Systems,3,Upland Shrub,52,131,4
18392,Ozark Highlands,Central Interior and Appalachian Riparian Systems,4,Upland Woodland,52,131,5
18393,Ozark Highlands,Central Interior and Appalachian Riparian Systems,5,Upland Forest,52,131,2
18394,Ozark Highlands,Central Interior and Appalachian Riparian Systems,6,Wetland Shrub-Herb,52,131,9
18395,Ozark Highlands,Central Interior and Appalachian Riparian Systems,7,Wetland Forest,52,131,6
18396,Ozark Highlands,Central Interior and Appalachian Riparian Systems,8,Wetland Shrub,52,131,8
18397,Ozark Highlands,Central Interior and Appalachian Riparian Systems,9,Wetland Herb,52,131,7
18398,Ozark Highlands,Gulf and Atlantic Coastal Plain Floodplain Systems,0,Undetermined,52,204,1
18399,Ozark Highlands,Gulf and Atlantic Coastal Plain Floodplain Systems,2,Upland Herb,52,204,3
18400,Ozark Highlands,Gulf and Atlantic Coastal Plain Floodplain Systems,3,Upland Shrub,52,204,4
18401,Ozark Highlands,Gulf and Atlantic Coastal Plain Floodplain Systems,4,Upland Woodland,52,204,5
18402,Ozark Highlands,Gulf and Atlantic Coastal Plain Floodplain Systems,5,Upland Forest,52,204,2
18403,Ozark Highlands,Gulf and Atlantic Coastal Plain Floodplain Systems,6,Wetland Shrub-Herb,52,204,9
18404,Ozark Highlands,Gulf and Atlantic Coastal Plain Floodplain Systems,7,Wetland Forest,52,204,6
18405,Ozark Highlands,Gulf and Atlantic Coastal Plain Floodplain Systems,8,Wetland Shrub,52,204,8
18406,Ozark Highlands,Gulf and Atlantic Coastal Plain Floodplain Systems,9,Wetland Herb,52,204,7
18407,Ozark Highlands,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,0,Undetermined,52,205,1
18408,Ozark Highlands,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,2,Upland Herb,52,205,3
18409,Ozark Highlands,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,3,Upland Shrub,52,205,4
18410,Ozark Highlands,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,4,Upland Woodland,52,205,5
18411,Ozark Highlands,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,5,Upland Forest,52,205,2
18412,Ozark Highlands,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,6,Wetland Shrub-Herb,52,205,9
18413,Ozark Highlands,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,7,Wetland Forest,52,205,6
18414,Ozark Highlands,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,8,Wetland Shrub,52,205,8
18415,Ozark Highlands,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,9,Wetland Herb,52,205,7
18416,Ozark Highlands,Gulf and Atlantic Coastal Plain Swamp Systems,0,Undetermined,52,207,1
18417,Ozark Highlands,Gulf and Atlantic Coastal Plain Swamp Systems,2,Upland Herb,52,207,3
18418,Ozark Highlands,Gulf and Atlantic Coastal Plain Swamp Systems,3,Upland Shrub,52,207,4
18419,Ozark Highlands,Gulf and Atlantic Coastal Plain Swamp Systems,4,Upland Woodland,52,207,5
18420,Ozark Highlands,Gulf and Atlantic Coastal Plain Swamp Systems,5,Upland Forest,52,207,2
18421,Ozark Highlands,Gulf and Atlantic Coastal Plain Swamp Systems,6,Wetland Shrub-Herb,52,207,9
18422,Ozark Highlands,Gulf and Atlantic Coastal Plain Swamp Systems,7,Wetland Forest,52,207,6
18423,Ozark Highlands,Gulf and Atlantic Coastal Plain Swamp Systems,8,Wetland Shrub,52,207,8
18424,Ozark Highlands,Gulf and Atlantic Coastal Plain Swamp Systems,9,Wetland Herb,52,207,7
18425,Ozark Highlands,Eastern Great Plains Wet Meadow-Prairie-Marsh,0,Undetermined,52,184,1
18426,Ozark Highlands,Eastern Great Plains Wet Meadow-Prairie-Marsh,2,Upland Herb,52,184,3
18427,Ozark Highlands,Eastern Great Plains Wet Meadow-Prairie-Marsh,3,Upland Shrub,52,184,4
18428,Ozark Highlands,Eastern Great Plains Wet Meadow-Prairie-Marsh,4,Upland Woodland,52,184,5
18429,Ozark Highlands,Eastern Great Plains Wet Meadow-Prairie-Marsh,5,Upland Forest,52,184,2
18430,Ozark Highlands,Eastern Great Plains Wet Meadow-Prairie-Marsh,6,Wetland Shrub-Herb,52,184,9
18431,Ozark Highlands,Eastern Great Plains Wet Meadow-Prairie-Marsh,7,Wetland Forest,52,184,6
18432,Ozark Highlands,Eastern Great Plains Wet Meadow-Prairie-Marsh,8,Wetland Shrub,52,184,8
18433,Ozark Highlands,Eastern Great Plains Wet Meadow-Prairie-Marsh,9,Wetland Herb,52,184,7
18434,Ozark Highlands,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,0,Undetermined,52,132,1
18435,Ozark Highlands,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,1,Sparsely Vegetated,52,132,0
18436,Ozark Highlands,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,2,Upland Herb,52,132,3
18437,Ozark Highlands,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,3,Upland Shrub,52,132,4
18438,Ozark Highlands,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,4,Upland Woodland,52,132,5
18439,Ozark Highlands,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,5,Upland Forest,52,132,2
18440,Ozark Highlands,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,6,Wetland Shrub-Herb,52,132,9
18441,Ozark Highlands,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,7,Wetland Forest,52,132,6
18442,Ozark Highlands,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,8,Wetland Shrub,52,132,8
18443,Ozark Highlands,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,9,Wetland Herb,52,132,7
18444,Ozark Highlands,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,0,Undetermined,52,441,1
18445,Ozark Highlands,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,2,Upland Herb,52,441,3
18446,Ozark Highlands,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,3,Upland Shrub,52,441,4
18447,Ozark Highlands,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,4,Upland Woodland,52,441,5
18448,Ozark Highlands,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,5,Upland Forest,52,441,2
18449,Ozark Highlands,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,6,Wetland Shrub-Herb,52,441,9
18450,Ozark Highlands,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,7,Wetland Forest,52,441,6
18451,Ozark Highlands,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,8,Wetland Shrub,52,441,8
18452,Ozark Highlands,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,9,Wetland Herb,52,441,7
18453,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,0,Undetermined,52,350,1
18454,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,2,Upland Herb,52,350,3
18455,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,3,Upland Shrub,52,350,4
18456,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,4,Upland Woodland,52,350,5
18457,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,5,Upland Forest,52,350,2
18458,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,6,Wetland Shrub-Herb,52,350,9
18459,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,7,Wetland Forest,52,350,6
18460,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,8,Wetland Shrub,52,350,8
18461,Ozark Highlands,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,9,Wetland Herb,52,350,7
18462,Ozark Highlands,Northern Crowley`s Ridge Sand Forest,0,Undetermined,52,328,1
18463,Ozark Highlands,Lower Mississippi River Flatwoods,0,Undetermined,52,259,1
18464,Ozark Highlands,Lower Mississippi River Flatwoods,4,Upland Woodland,52,259,5
18465,Ozark Highlands,Lower Mississippi River Flatwoods,5,Upland Forest,52,259,2
18466,Ozark Highlands,Lower Mississippi River Flatwoods,7,Wetland Forest,52,259,6
18467,Ozark Highlands,North-Central Interior Wet Flatwoods,0,Undetermined,52,316,1
18468,Ozark Highlands,East-Central Texas Plains Post Oak Savanna and Woodland,0,Undetermined,52,179,1
18469,Ozark Highlands,East-Central Texas Plains Post Oak Savanna and Woodland,2,Upland Herb,52,179,3
18470,Ozark Highlands,East-Central Texas Plains Post Oak Savanna and Woodland,4,Upland Woodland,52,179,5
18471,Ozark Highlands,East-Central Texas Plains Post Oak Savanna and Woodland,5,Upland Forest,52,179,2
18472,Ozark Highlands,East-Central Texas Plains Post Oak Savanna and Woodland,7,Wetland Forest,52,179,6
18473,Mississippi Alluvial Plains,Open Water,0,Undetermined,33,345,1
18474,Mississippi Alluvial Plains,Open Water,2,Upland Herb,33,345,3
18475,Mississippi Alluvial Plains,Open Water,3,Upland Shrub,33,345,4
18476,Mississippi Alluvial Plains,Open Water,4,Upland Woodland,33,345,5
18477,Mississippi Alluvial Plains,Open Water,5,Upland Forest,33,345,2
18478,Mississippi Alluvial Plains,Open Water,6,Wetland Shrub-Herb,33,345,9
18479,Mississippi Alluvial Plains,Open Water,7,Wetland Forest,33,345,6
18480,Mississippi Alluvial Plains,Open Water,8,Wetland Shrub,33,345,8
18481,Mississippi Alluvial Plains,Open Water,9,Wetland Herb,33,345,7
18482,Mississippi Alluvial Plains,Barren-Rock/Sand/Clay,0,Undetermined,33,98,1
18483,Mississippi Alluvial Plains,Barren-Rock/Sand/Clay,3,Upland Shrub,33,98,4
18484,Mississippi Alluvial Plains,Barren-Rock/Sand/Clay,4,Upland Woodland,33,98,5
18485,Mississippi Alluvial Plains,Barren-Rock/Sand/Clay,5,Upland Forest,33,98,2
18486,Mississippi Alluvial Plains,Barren-Rock/Sand/Clay,6,Wetland Shrub-Herb,33,98,9
18487,Mississippi Alluvial Plains,Barren-Rock/Sand/Clay,7,Wetland Forest,33,98,6
18488,Mississippi Alluvial Plains,Barren-Rock/Sand/Clay,8,Wetland Shrub,33,98,8
18489,Mississippi Alluvial Plains,Barren-Rock/Sand/Clay,9,Wetland Herb,33,98,7
18490,Mississippi Alluvial Plains,Ozark-Ouachita Dry-Mesic Oak Forest,0,Undetermined,33,348,1
18491,Mississippi Alluvial Plains,Southern Interior Low Plateau Dry-Mesic Oak Forest,0,Undetermined,33,415,1
18492,Mississippi Alluvial Plains,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,0,Undetermined,33,174,1
18493,Mississippi Alluvial Plains,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,0,Undetermined,33,172,1
18494,Mississippi Alluvial Plains,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,5,Upland Forest,33,172,2
18495,Mississippi Alluvial Plains,North-Central Interior Dry-Mesic Oak Forest and Woodland,0,Undetermined,33,312,1
18496,Mississippi Alluvial Plains,North-Central Interior Dry-Mesic Oak Forest and Woodland,5,Upland Forest,33,312,2
18497,Mississippi Alluvial Plains,North-Central Interior Dry Oak Forest and Woodland,0,Undetermined,33,311,1
18498,Mississippi Alluvial Plains,North-Central Interior Dry Oak Forest and Woodland,5,Upland Forest,33,311,2
18499,Mississippi Alluvial Plains,North-Central Interior Maple-Basswood Forest,0,Undetermined,33,313,1
18500,Mississippi Alluvial Plains,North-Central Interior Maple-Basswood Forest,4,Upland Woodland,33,313,5
18501,Mississippi Alluvial Plains,North-Central Interior Maple-Basswood Forest,5,Upland Forest,33,313,2
18502,Mississippi Alluvial Plains,South-Central Interior Mesophytic Forest,0,Undetermined,33,390,1
18503,Mississippi Alluvial Plains,Southern Crowley`s Ridge Mesic Loess Slope Forest,0,Undetermined,33,414,1
18504,Mississippi Alluvial Plains,Southern Crowley`s Ridge Mesic Loess Slope Forest,2,Upland Herb,33,414,3
18505,Mississippi Alluvial Plains,Southern Crowley`s Ridge Mesic Loess Slope Forest,4,Upland Woodland,33,414,5
18506,Mississippi Alluvial Plains,Southern Crowley`s Ridge Mesic Loess Slope Forest,5,Upland Forest,33,414,2
18507,Mississippi Alluvial Plains,Southern Crowley`s Ridge Mesic Loess Slope Forest,6,Wetland Shrub-Herb,33,414,9
18508,Mississippi Alluvial Plains,Southern Crowley`s Ridge Mesic Loess Slope Forest,7,Wetland Forest,33,414,6
18509,Mississippi Alluvial Plains,Southern Crowley`s Ridge Mesic Loess Slope Forest,8,Wetland Shrub,33,414,8
18510,Mississippi Alluvial Plains,Southern Crowley`s Ridge Mesic Loess Slope Forest,9,Wetland Herb,33,414,7
18511,Mississippi Alluvial Plains,West Gulf Coastal Plain Mesic Hardwood Forest,0,Undetermined,33,440,1
